Group: demographics-group-1 | Topic: demographics_events
Sink: ../sink/demographics_sink.csv
Waiting for messages... (Ctrl+C to stop)
------------------------------------------------------------
[MSG] key=7 | partition=0 | offset=0 | age=40 | gender=Male | rows_written=1
[MSG] key=652 | partition=1 | offset=233 | age=50 | gender=Female | rows_written=693
[MSG] key=654 | partition=1 | offset=234 | age=35 | gender=Female | rows_written=694
[MSG] key=666 | partition=1 | offset=235 | age=52 | gender=Female | rows_written=695
[MSG] key=671 | partition=1 | offset=236 | age=34 | gender=Female | rows_written=696
[MSG] key=673 | partition=1 | offset=237 | age=48 | gender=Female | rows_written=697
[MSG] key=682 | partition=1 | offset=238 | age=36 | gender=Male | rows_written=698
[MSG] key=689 | partition=1 | offset=239 | age=21 | gender=Female | rows_written=699
[MSG] key=694 | partition=1 | offset=240 | age=45 | gender=Female | rows_written=700
[MSG] key=695 | partition=1 | offset=241 | age=48 | gender=Male | rows_written=701
[MSG] key=699 | partition=1 | offset=242 | age=51 | gender=Female | rows_written=702
[MSG] key=700 | partition=1 | offset=243 | age=20 | gender=Female | rows_written=703
[MSG] key=703 | partition=1 | offset=244 | age=22 | gender=Female | rows_written=704
[MSG] key=709 | partition=1 | offset=245 | age=54 | gender=Female | rows_written=705
[MSG] key=718 | partition=1 | offset=246 | age=51 | gender=Male | rows_written=706
[MSG] key=725 | partition=1 | offset=247 | age=50 | gender=Female | rows_written=707
[MSG] key=726 | partition=1 | offset=248 | age=41 | gender=Female | rows_written=708
[MSG] key=729 | partition=1 | offset=249 | age=59 | gender=Male | rows_written=709
[MSG] key=734 | partition=1 | offset=250 | age=27 | gender=Female | rows_written=710
[MSG] key=735 | partition=1 | offset=251 | age=34 | gender=Female | rows_written=711
[MSG] key=738 | partition=1 | offset=252 | age=37 | gender=Female | rows_written=712
[MSG] key=741 | partition=1 | offset=253 | age=51 | gender=Male | rows_written=713
[MSG] key=744 | partition=1 | offset=254 | age=30 | gender=Female | rows_written=714
[MSG] key=748 | partition=1 | offset=255 | age=48 | gender=Male | rows_written=715
[MSG] key=753 | partition=1 | offset=256 | age=57 | gender=Male | rows_written=716
[MSG] key=754 | partition=1 | offset=257 | age=21 | gender=Other | rows_written=717
[MSG] key=755 | partition=1 | offset=258 | age=42 | gender=Male | rows_written=718
[MSG] key=759 | partition=1 | offset=259 | age=44 | gender=Male | rows_written=719
[MSG] key=760 | partition=1 | offset=260 | age=46 | gender=Other | rows_written=720
[MSG] key=764 | partition=1 | offset=261 | age=22 | gender=Male | rows_written=721
[MSG] key=766 | partition=1 | offset=262 | age=45 | gender=Male | rows_written=722
[MSG] key=773 | partition=1 | offset=263 | age=58 | gender=Male | rows_written=723
[MSG] key=778 | partition=1 | offset=264 | age=43 | gender=Female | rows_written=724
[MSG] key=779 | partition=1 | offset=265 | age=44 | gender=Female | rows_written=725
[MSG] key=780 | partition=1 | offset=266 | age=26 | gender=Female | rows_written=726
[MSG] key=784 | partition=1 | offset=267 | age=34 | gender=Male | rows_written=727
[MSG] key=787 | partition=1 | offset=268 | age=18 | gender=Female | rows_written=728
[MSG] key=789 | partition=1 | offset=269 | age=52 | gender=Male | rows_written=729
[MSG] key=792 | partition=1 | offset=270 | age=31 | gender=Male | rows_written=730
[MSG] key=793 | partition=1 | offset=271 | age=43 | gender=Female | rows_written=731
[MSG] key=796 | partition=1 | offset=272 | age=31 | gender=Other | rows_written=732
[MSG] key=797 | partition=1 | offset=273 | age=41 | gender=Other | rows_written=733
[MSG] key=798 | partition=1 | offset=274 | age=19 | gender=Male | rows_written=734
[MSG] key=622 | partition=2 | offset=200 | age=41 | gender=Female | rows_written=735
[MSG] key=625 | partition=2 | offset=201 | age=45 | gender=Male | rows_written=736
[MSG] key=626 | partition=2 | offset=202 | age=53 | gender=Female | rows_written=737
[MSG] key=629 | partition=2 | offset=203 | age=45 | gender=Female | rows_written=738
[MSG] key=630 | partition=2 | offset=204 | age=45 | gender=Male | rows_written=739
[MSG] key=633 | partition=2 | offset=205 | age=53 | gender=Female | rows_written=740
[MSG] key=635 | partition=2 | offset=206 | age=34 | gender=Male | rows_written=741
[MSG] key=638 | partition=2 | offset=207 | age=37 | gender=Male | rows_written=742
[MSG] key=643 | partition=2 | offset=208 | age=52 | gender=Female | rows_written=743
[MSG] key=644 | partition=2 | offset=209 | age=23 | gender=Female | rows_written=744
[MSG] key=649 | partition=2 | offset=210 | age=27 | gender=Other | rows_written=745
[MSG] key=651 | partition=2 | offset=211 | age=22 | gender=Female | rows_written=746
[MSG] key=653 | partition=2 | offset=212 | age=18 | gender=Female | rows_written=747
[MSG] key=657 | partition=2 | offset=213 | age=38 | gender=Female | rows_written=748
[MSG] key=660 | partition=2 | offset=214 | age=39 | gender=Male | rows_written=749
[MSG] key=663 | partition=2 | offset=215 | age=50 | gender=Male | rows_written=750
[MSG] key=665 | partition=2 | offset=216 | age=58 | gender=Female | rows_written=751
[MSG] key=667 | partition=2 | offset=217 | age=18 | gender=Male | rows_written=752
[MSG] key=668 | partition=2 | offset=218 | age=38 | gender=Male | rows_written=753
[MSG] key=669 | partition=2 | offset=219 | age=23 | gender=Male | rows_written=754
[MSG] key=670 | partition=2 | offset=220 | age=45 | gender=Female | rows_written=755
[MSG] key=672 | partition=2 | offset=221 | age=22 | gender=Male | rows_written=756
[MSG] key=675 | partition=2 | offset=222 | age=55 | gender=Female | rows_written=757
[MSG] key=676 | partition=2 | offset=223 | age=20 | gender=Female | rows_written=758
[MSG] key=677 | partition=2 | offset=224 | age=40 | gender=Female | rows_written=759
[MSG] key=680 | partition=2 | offset=225 | age=27 | gender=Male | rows_written=760
[MSG] key=687 | partition=2 | offset=226 | age=18 | gender=Female | rows_written=761
[MSG] key=690 | partition=2 | offset=227 | age=18 | gender=Male | rows_written=762
[MSG] key=696 | partition=2 | offset=228 | age=25 | gender=Other | rows_written=763
[MSG] key=697 | partition=2 | offset=229 | age=56 | gender=Male | rows_written=764
[MSG] key=698 | partition=2 | offset=230 | age=43 | gender=Male | rows_written=765
[MSG] key=702 | partition=2 | offset=231 | age=18 | gender=Female | rows_written=766
[MSG] key=705 | partition=2 | offset=232 | age=47 | gender=Other | rows_written=767
[MSG] key=706 | partition=2 | offset=233 | age=34 | gender=Other | rows_written=768
[MSG] key=707 | partition=2 | offset=234 | age=40 | gender=Female | rows_written=769
[MSG] key=708 | partition=2 | offset=235 | age=32 | gender=Male | rows_written=770
[MSG] key=710 | partition=2 | offset=236 | age=38 | gender=Male | rows_written=771
[MSG] key=711 | partition=2 | offset=237 | age=31 | gender=Male | rows_written=772
[MSG] key=713 | partition=2 | offset=238 | age=28 | gender=Male | rows_written=773
[MSG] key=720 | partition=2 | offset=239 | age=47 | gender=Other | rows_written=774
[MSG] key=721 | partition=2 | offset=240 | age=32 | gender=Male | rows_written=775
[MSG] key=723 | partition=2 | offset=241 | age=51 | gender=Female | rows_written=776
[MSG] key=724 | partition=2 | offset=242 | age=55 | gender=Male | rows_written=777
[MSG] key=727 | partition=2 | offset=243 | age=32 | gender=Female | rows_written=778
[MSG] key=730 | partition=2 | offset=244 | age=34 | gender=Male | rows_written=779
[MSG] key=732 | partition=2 | offset=245 | age=46 | gender=Female | rows_written=780
[MSG] key=740 | partition=2 | offset=246 | age=22 | gender=Male | rows_written=781
[MSG] key=743 | partition=2 | offset=247 | age=19 | gender=Male | rows_written=782
[MSG] key=746 | partition=2 | offset=248 | age=40 | gender=Male | rows_written=783
[MSG] key=747 | partition=2 | offset=249 | age=33 | gender=Female | rows_written=784
[MSG] key=749 | partition=2 | offset=250 | age=28 | gender=Female | rows_written=785
[MSG] key=750 | partition=2 | offset=251 | age=33 | gender=Male | rows_written=786
[MSG] key=751 | partition=2 | offset=252 | age=25 | gender=Female | rows_written=787
[MSG] key=752 | partition=2 | offset=253 | age=21 | gender=Male | rows_written=788
[MSG] key=762 | partition=2 | offset=254 | age=36 | gender=Male | rows_written=789
